Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,Fld,BsR,WAR,ADP,playerid
Albert Almora Jr.,Cubs,81,290,269,72,14,1,7,33,31,15,50,1,3,1,0.266,0.304,0.406,0.71,0.299,-0.2,-0.3,0.3,598.9,14109
Phillip Ervin,Reds,66,167,148,36,7,2,5,19,19,14,41,3,5,2,0.243,0.319,0.417,0.735,0.313,0.1,0.1,0.3,999,14738
Ben Gamel,Brewers,76,221,196,50,11,1,4,26,22,21,54,2,3,1,0.256,0.331,0.387,0.718,0.309,-0.3,0.5,0.3,999,12160
Sheldon Neuse,,31,133,123,31,6,0,3,14,14,9,38,1,1,1,0.25,0.301,0.382,0.682,0.291,0.6,-0.1,0.3,597.3,19635
Sandy Leon,Indians,50,198,180,38,7,0,5,20,20,14,51,2,1,1,0.214,0.273,0.334,0.608,0.263,1.2,-0.5,0.3,999,5273
Jake Fraley,Mariners,102,441,403,96,22,3,12,48,49,26,109,6,14,6,0.237,0.291,0.401,0.692,0.292,0.6,0.1,0.3,546.3,19260
Tyler Heineman,,21,83,75,18,4,0,2,8,7,6,14,1,1,0,0.244,0.306,0.365,0.672,0.29,0.5,0.1,0.3,600.9,13897
Clint Frazier,Yankees,55,238,216,52,12,1,10,29,32,18,63,2,3,1,0.243,0.305,0.445,0.75,0.314,-1.5,-0.2,0.2,527.2,15983
Pedro Severino,Orioles,73,288,261,62,11,0,9,30,32,21,61,3,2,1,0.238,0.3,0.385,0.685,0.293,-1.6,-0.2,0.2,500.7,14523
Luke Maile,Pirates,63,250,227,48,11,1,4,22,23,17,61,2,2,0,0.211,0.271,0.324,0.595,0.258,1.2,0.2,0.2,999,13355
Danny Mendick,White Sox,24,105,94,23,4,0,2,11,10,9,21,1,2,1,0.241,0.308,0.366,0.674,0.292,0.7,0,0.2,600.6,18889
Donovan Solano,Giants,58,212,198,54,11,1,3,21,18,9,37,2,1,1,0.271,0.307,0.371,0.678,0.291,0.4,-0.3,0.2,999,8623
Matt Duffy,Rangers,24,105,94,26,5,0,2,12,10,9,17,1,1,1,0.279,0.348,0.39,0.738,0.32,-0.3,-0.2,0.2,601,13836
Abraham Toro,Astros,18,77,69,17,4,1,2,9,9,7,15,1,1,0,0.249,0.322,0.418,0.74,0.315,0.2,0,0.2,598,19844
Jake Bauers,Indians,49,210,183,43,10,1,6,25,25,24,54,1,4,2,0.234,0.324,0.404,0.728,0.313,0,0.2,0.2,563.7,15194
Ryan O'Hearn,Royals,102,441,389,90,21,2,18,50,54,44,117,3,1,0,0.23,0.312,0.429,0.741,0.313,-0.6,-0.2,0.2,594.3,16442
Tim Locastro,Diamondbacks,49,170,151,38,9,1,3,20,16,9,31,8,8,2,0.254,0.329,0.382,0.71,0.309,-0.5,0.9,0.2,598.7,15124
Michael Brosseau,Rays,16,70,64,16,3,0,2,8,8,4,16,1,1,1,0.25,0.309,0.407,0.716,0.305,0.1,-0.1,0.2,999,19683
Ryan Mountcastle,Orioles,45,196,185,49,9,1,8,23,26,8,45,1,1,0,0.266,0.298,0.449,0.747,0.312,0.3,0.1,0.2,999,sa874734
Nathaniel Lowe,Rays,15,63,55,14,3,0,3,8,8,7,15,0,0,0,0.26,0.344,0.452,0.796,0.337,0,0,0.2,469.3,19566
Garrett Hampson,Rockies,86,271,246,66,11,3,5,31,26,20,57,1,13,4,0.269,0.325,0.401,0.725,0.31,0.2,1.3,0.2,175.8,19262
Scooter Gennett,,36,154,143,38,7,1,4,18,18,9,34,1,1,0,0.263,0.309,0.416,0.724,0.306,-1.2,-0.1,0.2,560.5,10339
Rob Brantly,,26,102,94,23,4,0,2,10,9,6,18,1,0,0,0.244,0.299,0.357,0.656,0.281,0.2,-0.1,0.2,999,10655
Brandon Drury,Blue Jays,83,357,327,77,19,1,11,37,39,24,88,3,1,1,0.236,0.293,0.396,0.688,0.292,-0.4,-0.3,0.2,598.9,11615
Orlando Arcia,Brewers,62,206,188,47,8,1,5,20,22,15,41,1,4,2,0.248,0.303,0.382,0.684,0.29,0.3,0.1,0.2,572.5,13185
Kevin Cron,Diamondbacks,21,51,45,11,2,0,3,7,8,4,14,1,0,0,0.248,0.318,0.5,0.818,0.338,0.1,0,0.2,586.6,16211
Derek Dietrich,Reds,31,73,63,15,3,0,3,9,9,5,18,3,0,0,0.242,0.332,0.45,0.781,0.33,-0.1,0,0.2,600.6,10542
Yolmer Sanchez,Giants,37,161,146,37,7,2,2,16,14,11,33,2,2,1,0.251,0.31,0.365,0.675,0.291,0.1,-0.1,0.2,999,11602
Billy Hamilton,,44,189,171,39,6,2,1,21,11,15,44,0,12,3,0.231,0.294,0.311,0.605,0.266,2.1,1.7,0.2,579.8,10199
Ehire Adrianza,Twins,24,105,94,24,5,1,2,13,11,8,20,1,1,1,0.257,0.316,0.394,0.71,0.302,-0.8,0,0.2,596.7,8418
Bradley Zimmer,Indians,21,91,81,18,4,0,3,11,10,8,32,1,3,1,0.225,0.301,0.385,0.686,0.294,0.6,0.3,0.2,595.5,16221
Dawel Lugo,Tigers,49,210,199,52,9,2,4,22,21,7,36,1,2,1,0.262,0.291,0.389,0.68,0.287,0.3,-0.2,0.1,999,14713
Adeiny Hechavarria,Braves,47,163,151,39,7,1,3,17,18,9,30,1,2,1,0.258,0.3,0.384,0.685,0.29,0.6,0.1,0.1,601,10459
Travis Demeritte,Tigers,36,154,137,31,7,1,6,18,17,14,48,1,2,1,0.229,0.304,0.42,0.725,0.307,-0.1,0,0.1,999,15958
Rene Rivera,,13,51,47,10,1,0,2,5,6,3,16,1,0,0,0.214,0.272,0.384,0.656,0.278,0.5,-0.1,0.1,999,3648
Ildemaro Vargas,Diamondbacks,34,87,81,22,4,1,1,10,9,4,9,0,1,0,0.277,0.316,0.401,0.717,0.305,0,0,0.1,999,13324
Neil Walker,,52,124,109,27,5,0,4,14,14,13,26,1,1,0,0.243,0.327,0.397,0.723,0.31,-0.3,0,0.1,999,7539
Ke'Bryan Hayes,Pirates,13,56,50,13,3,0,1,6,6,4,11,0,1,0,0.25,0.313,0.387,0.701,0.301,0.5,0.1,0.1,999,sa874730
Hunter Pence,Giants,112,383,352,89,16,1,12,43,45,25,90,2,5,2,0.252,0.304,0.408,0.712,0.302,-1.9,0.3,0.1,579.2,8252
Roman Quinn,Phillies,83,277,248,59,10,4,6,31,27,23,77,2,15,5,0.237,0.306,0.381,0.687,0.295,-1.8,1.2,0.1,569.2,13546
Christian Arroyo,Indians,26,112,103,26,6,0,3,12,13,7,25,1,1,0,0.248,0.3,0.396,0.695,0.295,0.1,0,0.1,999,16434
Jonathan Lucroy,Red Sox,16,64,58,15,3,0,1,7,8,5,10,1,0,0,0.259,0.321,0.392,0.713,0.305,-0.3,-0.2,0.1,595.1,7870
Matt Reynolds,Royals,19,84,75,18,4,1,1,9,7,8,21,1,1,0,0.242,0.319,0.374,0.693,0.299,-0.2,0,0.1,999,13788
Delino DeShields,Indians,42,182,159,36,7,1,2,22,13,18,46,1,10,3,0.228,0.309,0.328,0.637,0.281,0.4,1.3,0.1,493.1,11379
Luis Guillorme,Mets,26,100,88,22,4,0,1,10,8,9,16,1,1,1,0.247,0.321,0.339,0.66,0.29,0,-0.1,0.1,999,16451
Billy McKinney,Blue Jays,29,126,113,26,6,1,5,15,15,10,31,1,1,1,0.234,0.303,0.43,0.732,0.308,0.4,-0.2,0.1,999,15654
Grayson Greiner,Tigers,39,154,139,30,5,1,4,15,15,12,43,1,0,0,0.218,0.281,0.347,0.628,0.271,0.5,0,0.1,600.2,17062
Ronald Guzman,Rangers,97,420,374,91,19,1,15,49,50,38,111,5,2,1,0.244,0.319,0.419,0.738,0.313,2.4,-0.5,0.1,599.5,14388
Jonathan Davis,Blue Jays,28,119,105,23,5,1,3,13,11,9,31,3,3,1,0.217,0.298,0.349,0.647,0.282,0.5,0.1,0.1,999,15104
Dom Nunez,Rockies,18,70,62,14,3,0,2,8,8,7,19,1,1,0,0.22,0.304,0.39,0.694,0.296,0.3,0,0.1,600.4,15055
Jonah Heim,Athletics,13,51,47,11,2,0,1,5,5,3,10,0,0,0,0.228,0.283,0.343,0.626,0.27,0.4,0,0.1,999,sa737843
Tomas Nido,Mets,42,166,156,35,7,0,4,15,17,8,38,1,0,0,0.223,0.261,0.35,0.611,0.258,-0.5,-0.1,0.1,600.8,13755
Andrew Knizner,Cardinals,13,51,47,12,2,0,1,6,5,3,8,1,0,0,0.259,0.315,0.396,0.711,0.304,0.2,0,0.1,600.3,19514
Ty France,Padres,13,36,32,8,2,0,1,4,5,2,7,1,0,0,0.258,0.327,0.436,0.763,0.324,0,-0.1,0.1,593.4,17982
Jung Ho Kang,,11,49,44,10,2,0,2,5,7,4,14,1,0,0,0.23,0.303,0.441,0.744,0.313,-0.3,-0.1,0.1,999,17182
Raimel Tapia,Rockies,91,312,292,83,17,4,6,37,33,16,64,1,8,3,0.283,0.321,0.431,0.752,0.317,-0.3,0.4,0.1,547.3,14350
Yonder Alonso,,28,59,52,13,2,0,2,7,8,6,13,0,0,0,0.245,0.326,0.425,0.751,0.318,0,-0.2,0.1,999,2530
Cole Tucker,Pirates,15,63,57,14,3,1,1,6,6,5,13,0,2,1,0.242,0.306,0.366,0.673,0.289,0.1,0,0.1,594.2,17326
Jordy Mercer,Tigers,49,210,191,47,10,1,5,21,20,15,40,2,0,0,0.247,0.307,0.385,0.692,0.293,-1.1,-0.1,0.1,999,6547
Josh VanMeter,Reds,18,57,51,13,3,0,2,7,7,5,13,0,1,1,0.249,0.322,0.429,0.751,0.318,-0.1,0,0.1,592.5,15170
Matt Wieters,Cardinals,44,173,156,36,6,0,6,16,22,14,38,1,1,1,0.229,0.294,0.387,0.681,0.29,0.4,-0.5,0.1,587.1,4298
Guillermo Heredia,Pirates,94,306,270,67,14,1,5,32,26,25,57,6,3,3,0.249,0.325,0.366,0.69,0.301,-1.7,-0.3,0.1,999,18721
Dustin Pedroia,Red Sox,10,42,38,10,2,0,1,5,4,4,6,0,0,0,0.266,0.33,0.372,0.702,0.304,0.2,-0.1,0.1,999,8370
John Ryan Murphy,Pirates,13,51,47,10,2,0,2,5,5,3,14,0,0,0,0.211,0.266,0.358,0.625,0.265,0.1,0,0.1,999,10346
Rylan Bannon,Orioles,16,70,63,15,3,0,2,7,7,6,15,1,1,0,0.235,0.306,0.38,0.685,0.294,-0.1,0,0.1,999,sa3004162
Randy Arozarena,Rays,11,49,44,11,2,0,1,6,5,4,11,1,2,1,0.249,0.321,0.402,0.723,0.31,-0.2,0,0.1,586.8,19290
Franchy Cordero,Padres,105,415,377,84,16,5,14,47,50,30,147,3,9,3,0.223,0.284,0.402,0.686,0.29,0.9,1.2,0.1,467.9,14567
Tim Beckham,,37,161,148,35,7,1,6,18,19,11,46,1,1,1,0.239,0.295,0.417,0.712,0.301,-1.6,-0.3,0.1,600.6,7949
Chad Wallach,Marlins,10,38,34,7,2,0,1,4,3,3,11,1,0,0,0.211,0.29,0.341,0.631,0.275,0,0,0.1,999,17161
Domingo Leyba,Diamondbacks,16,50,46,12,3,0,1,6,5,3,9,0,0,0,0.255,0.307,0.406,0.713,0.302,-0.1,0,0.1,999,16404
J.T. Riddle,Pirates,62,186,173,42,9,1,5,18,21,10,40,1,2,1,0.244,0.285,0.393,0.678,0.285,0.2,-0.1,0.1,999,17642
Scott Heineman,Rangers,41,175,158,40,8,1,4,20,18,13,44,2,4,2,0.252,0.316,0.396,0.712,0.305,0.1,-0.4,0.1,999,14453
Thairo Estrada,Yankees,16,70,65,16,3,0,2,8,7,3,14,1,1,1,0.25,0.292,0.384,0.676,0.288,0,0,0.1,599.3,16426
Michael Lorenzen,Reds,8,35,32,8,1,0,1,4,7,3,6,0,0,0,0.244,0.306,0.422,0.728,0.309,0,0,0.1,507.8,14843
Chris Herrmann,,10,38,34,7,1,0,1,4,4,4,12,0,0,0,0.204,0.293,0.342,0.635,0.277,0,0,0.1,999,9284
Greg Bird,,19,84,72,16,4,0,4,10,11,10,22,1,0,0,0.227,0.323,0.438,0.761,0.322,0.2,0,0.1,578,14131
Harold Ramirez,Marlins,47,143,133,35,7,1,3,15,15,7,28,2,1,1,0.266,0.308,0.397,0.705,0.3,-0.5,0,0.1,597,14387
Daulton Varsho,Diamondbacks,3,13,12,3,1,0,0,2,1,1,2,0,0,0,0.267,0.327,0.438,0.765,0.324,-0.1,0,0.1,999,sa3002838
LaMonte Wade,Twins,6,28,24,6,1,0,1,3,3,3,5,0,0,0,0.246,0.341,0.365,0.706,0.309,-0.2,0,0.1,999,18126
Steven Duggar,Giants,36,154,139,34,8,1,2,15,14,13,44,1,3,2,0.243,0.309,0.363,0.672,0.29,-0.7,-0.2,0,600.8,17719
Pablo Sandoval,Giants,37,101,93,23,5,0,4,11,13,6,22,1,0,0,0.247,0.297,0.421,0.719,0.301,-0.5,-0.3,0,600.9,5409
Santiago Espinal,Blue Jays,13,56,52,13,2,0,1,6,5,3,9,0,1,1,0.246,0.294,0.345,0.639,0.275,0.4,-0.1,0,999,sa918188
Jaylin Davis,Giants,34,147,133,31,6,0,5,16,16,11,44,2,2,1,0.233,0.296,0.397,0.693,0.295,0.6,0,0,597.8,19552
Dwight Smith Jr.,Orioles,50,217,195,49,10,1,6,25,25,17,44,2,3,1,0.25,0.314,0.411,0.725,0.309,-1.5,-0.1,0,999,13473
Ben Zobrist,,23,98,86,22,4,0,2,12,10,11,14,0,0,0,0.26,0.341,0.377,0.718,0.312,-0.4,-0.2,0,999,7435
Bryan Holaday,Orioles,5,19,17,4,1,0,0,2,2,1,3,0,0,0,0.24,0.305,0.378,0.683,0.29,0.2,-0.1,0,999,11287
Rangel Ravelo,Cardinals,10,22,20,5,1,0,1,2,3,2,4,0,0,0,0.261,0.325,0.408,0.733,0.313,0,0,0,999,10839
Erik Kratz,Yankees,3,13,12,3,0,0,0,1,1,1,3,0,0,0,0.231,0.287,0.381,0.668,0.285,0,0,0,999,4403
Eric Haase,Tigers,5,19,17,4,1,0,1,2,2,1,7,0,0,0,0.205,0.266,0.404,0.67,0.282,0.1,0,0,999,14111
David Freitas,Brewers,3,13,11,3,1,0,0,1,1,1,2,0,0,0,0.258,0.327,0.386,0.713,0.307,-0.1,0,0,999,10619
Vimael Machin,Athletics,10,42,37,9,2,0,1,4,4,4,7,0,0,0,0.239,0.318,0.341,0.659,0.286,0,0,0,999,sa602488
Devon Travis,,16,70,66,17,4,0,2,8,8,3,13,1,1,0,0.258,0.296,0.408,0.704,0.298,-0.6,0,0,999,13862
Alex Kirilloff,Twins,6,28,26,7,1,0,1,3,3,1,6,0,0,0,0.273,0.315,0.429,0.745,0.314,-0.1,0,0,999,sa917929
Austin Wynns,Orioles,6,26,23,6,1,0,1,3,2,2,5,0,0,0,0.241,0.297,0.35,0.647,0.28,0.1,0,0,999,15271
Daniel Johnson,Indians,8,35,32,8,2,0,1,4,4,2,9,0,1,0,0.253,0.308,0.419,0.727,0.307,0.1,0,0,999,sa918018
Daniel Descalso,Cubs,39,108,92,20,4,1,3,12,12,13,29,1,1,0,0.217,0.318,0.36,0.679,0.296,-0.4,0,0,999,8392
Alex Jackson,Braves,8,32,29,6,1,0,1,3,4,2,11,1,0,0,0.204,0.269,0.398,0.667,0.281,-0.1,0,0,999,17276
Brian O'Keefe,Mariners,3,13,11,2,1,0,0,1,1,1,3,0,0,0,0.211,0.285,0.347,0.632,0.274,0.1,0,0,999,sa829152
Zack Collins,White Sox,11,48,40,8,2,0,2,6,5,7,16,0,0,0,0.206,0.32,0.381,0.701,0.303,-0.2,0,0,600.8,19181
Anthony Bemboom,Angels,8,32,29,6,1,0,1,3,3,2,8,0,0,0,0.203,0.267,0.305,0.572,0.249,0.2,0,0,999,13854
Jake Cronenworth,Padres,3,14,13,3,1,0,0,1,1,1,3,0,0,0,0.252,0.32,0.358,0.678,0.295,0,0,0,999,sa857694
Ryon Healy,Brewers,6,28,26,7,1,0,1,3,4,2,6,0,0,0,0.259,0.303,0.469,0.773,0.322,-0.2,0,0,599.2,15447
Jared Walsh,Angels,5,21,19,4,1,0,1,3,3,2,7,0,0,0,0.233,0.301,0.433,0.734,0.309,0.1,0,0,999,18607
Taylor Ward,Angels,5,21,18,4,1,0,1,2,2,2,5,0,0,0,0.238,0.321,0.4,0.721,0.309,-0.1,0,0,999,17548
Nick Williams,Phillies,11,29,27,7,1,0,1,3,4,2,9,0,0,0,0.245,0.299,0.436,0.735,0.309,-0.1,0,0,999,14330
Abraham Almonte,,10,42,37,8,2,0,1,5,4,5,10,0,1,0,0.229,0.315,0.397,0.712,0.305,-0.4,0,0,999,5486
Kevan Smith,,3,13,12,3,1,0,0,1,1,1,2,0,0,0,0.259,0.311,0.38,0.691,0.297,-0.1,0,0,999,12284
Andy Young,,3,14,13,3,1,0,1,2,2,1,4,0,0,0,0.237,0.306,0.419,0.725,0.308,0,0,0,999,sa919031
Yu-Cheng Chang,Indians,16,70,63,14,3,0,2,8,7,5,20,1,1,0,0.221,0.287,0.368,0.655,0.28,0.2,0,0,999,14773
Jason Martin,Pirates,21,71,65,16,4,1,2,8,8,5,16,0,1,1,0.249,0.302,0.407,0.709,0.3,0.1,-0.1,0,999,16429
Breyvic Valera,Padres,3,14,13,3,1,0,0,1,1,1,2,0,0,0,0.258,0.322,0.373,0.694,0.3,-0.1,0,0,999,12758
Dylan Moore,Mariners,15,63,56,12,2,0,2,7,6,5,17,1,2,1,0.213,0.288,0.352,0.64,0.277,-0.3,0,0,600.5,18042
Cedric Mullins II,Orioles,6,28,25,6,1,0,1,3,3,2,5,0,1,0,0.237,0.292,0.377,0.669,0.285,0,0.1,0,600.2,17929
Donnie Walton,Mariners,3,14,13,3,1,0,0,1,1,1,2,0,0,0,0.241,0.309,0.346,0.655,0.286,0,0,0,999,19314
Esteban Quiroz,Padres,3,14,12,3,1,0,0,2,2,1,3,0,0,0,0.234,0.32,0.383,0.703,0.302,0,0,0,999,sa596560
Yonathan Daza,Rockies,21,51,48,14,3,0,1,6,5,2,8,0,1,1,0.298,0.333,0.414,0.747,0.318,0.1,-0.1,0,999,15794
Aramis Garcia,Giants,5,19,18,4,1,0,1,2,2,1,6,0,0,0,0.212,0.265,0.357,0.621,0.265,0.1,0,0,999,16925
Alex Blandino,Reds,11,49,42,9,2,0,1,5,4,6,14,1,0,0,0.217,0.322,0.346,0.668,0.295,-0.3,-0.1,0,999,16271
Edmundo Sosa,Cardinals,10,42,39,10,2,0,1,4,4,2,9,1,0,0,0.248,0.287,0.372,0.658,0.28,0.1,0,0,999,17022
Tim Lopes,Mariners,19,84,77,19,4,0,1,8,7,6,17,1,3,1,0.248,0.303,0.349,0.652,0.282,0.3,0,0,999,14137
Edwin Rios,Dodgers,8,15,14,3,1,0,1,2,2,1,5,0,0,0,0.228,0.283,0.432,0.715,0.298,0,0,0,600.6,18316
Socrates Brito,Pirates,15,63,58,14,3,1,2,7,7,4,16,0,1,1,0.245,0.291,0.407,0.698,0.294,0.1,0,0,999,12944
Robel Garcia,,3,14,13,3,0,0,1,2,2,1,5,0,0,0,0.22,0.292,0.423,0.715,0.301,0,0,0,999,13167
Wyatt Mathisen,,2,7,6,1,0,0,0,1,1,1,2,0,0,0,0.235,0.32,0.407,0.728,0.312,0,0,0,999,sa657937
Jack Mayfield,Astros,3,14,13,3,1,0,0,2,2,1,3,0,0,0,0.232,0.278,0.404,0.682,0.287,0,0,0,999,15402
Luis Torrens,Padres,3,13,12,3,1,0,0,1,1,1,3,0,0,0,0.238,0.296,0.363,0.66,0.283,0,0,0,999,15905
Deivy Grullon,,3,13,12,3,1,0,1,1,2,1,4,0,0,0,0.231,0.293,0.418,0.711,0.3,-0.2,0,0,600.1,15988
Welington Castillo,Nationals,10,38,35,9,2,0,1,4,6,2,11,0,0,0,0.245,0.294,0.419,0.713,0.301,-0.2,-0.1,0,581.8,3256
Cheslor Cuthbert,,5,21,19,5,1,0,1,2,2,1,5,0,0,0,0.241,0.297,0.404,0.701,0.297,-0.1,0,0,999,10473
Ryan McBroom,Royals,60,259,235,58,12,0,8,28,27,19,68,3,1,1,0.249,0.309,0.403,0.712,0.302,0.3,-0.3,0,597.5,16524
Hernan Perez,,3,14,13,3,1,0,0,2,2,1,3,0,0,0,0.253,0.293,0.407,0.7,0.295,-0.1,0,0,999,5751
Juan Lagares,,29,106,96,23,5,1,2,12,9,7,25,1,2,1,0.238,0.296,0.356,0.652,0.278,0.4,0.1,0,999,5384
Andrew Velazquez,Orioles,32,140,130,30,6,1,3,15,14,8,38,1,4,2,0.234,0.281,0.367,0.648,0.277,0.2,0,0,999,14196
Austin Dean,Cardinals,3,14,13,3,1,0,0,2,2,1,3,0,0,0,0.266,0.318,0.438,0.756,0.319,-0.1,0,0,999,18288
Chris Iannetta,Yankees,13,51,44,9,2,0,2,6,6,6,16,1,0,0,0.2,0.3,0.363,0.663,0.283,-0.6,-0.2,0,601,8267
Tyler Wade,Yankees,32,140,126,29,5,1,2,15,12,11,35,1,5,2,0.23,0.295,0.34,0.635,0.275,-0.1,0.3,0,600.9,15730
Logan Morrison,,2,7,6,1,0,0,0,1,1,1,2,0,0,0,0.241,0.32,0.485,0.805,0.335,0,0,0,999,9205
Mike Freeman,Indians,6,28,25,6,1,0,0,3,2,2,7,0,0,0,0.237,0.307,0.334,0.641,0.28,0.2,0,0,999,11241
Kelvin Gutierrez,Royals,5,21,19,5,1,0,0,2,2,1,5,0,0,0,0.247,0.301,0.363,0.665,0.286,0.1,0,0,999,17468
Kyle Farmer,Reds,37,117,107,26,6,0,3,12,13,7,27,1,1,0,0.238,0.29,0.378,0.668,0.284,-0.2,0.1,0,600.8,14813
Nicky Delmonico,White Sox,5,21,19,4,1,0,1,2,2,2,5,0,0,0,0.233,0.312,0.41,0.722,0.307,-0.2,0,0,999,13157
Nick Gordon,,3,14,13,3,1,0,0,1,1,1,3,0,0,0,0.25,0.294,0.361,0.655,0.281,0,0,0,999,sa828662
Matt Adams,Mets,5,13,12,3,1,0,1,2,2,1,4,0,0,0,0.223,0.281,0.446,0.727,0.301,0,0,0,600.8,9393
Bobby Bradley,Indians,5,21,19,4,1,0,1,3,3,2,7,0,0,0,0.226,0.292,0.45,0.742,0.309,0.1,0,0,999,17278
Cristian Pache,Braves,6,28,26,6,1,0,1,3,3,2,7,0,0,0,0.247,0.293,0.398,0.691,0.292,0.2,-0.1,0,576.4,sa916722
Meibrys Viloria,Royals,23,90,81,19,4,0,1,8,8,6,22,1,0,0,0.233,0.291,0.341,0.632,0.274,0.4,0,0,999,17109
Logan Forsythe,Phillies,3,14,12,3,1,0,0,1,1,2,4,0,0,0,0.23,0.324,0.357,0.681,0.298,-0.1,0,0,999,7185
Brent Rooker,Twins,3,14,13,3,1,0,1,2,2,1,5,0,0,0,0.229,0.303,0.427,0.73,0.308,-0.1,0,0,999,sa3003172
Ryan McKenna,,10,42,38,9,2,0,1,5,4,3,10,0,1,1,0.234,0.303,0.355,0.659,0.285,-0.1,0,0,999,sa875055
Taylor Jones,,3,14,12,3,1,0,0,2,2,1,4,0,0,0,0.227,0.304,0.379,0.683,0.293,0,0,0,999,sa876202
Cesar Puello,Red Sox,2,7,6,2,0,0,0,1,1,1,2,0,0,0,0.247,0.332,0.381,0.713,0.309,0,0,0,999,7216
Joe Hudson,,8,32,29,5,1,0,1,3,3,3,10,0,0,0,0.185,0.253,0.299,0.553,0.242,0.4,0,0,999,14412
Ronny Rodriguez,Brewers,3,14,13,3,1,0,1,2,2,1,3,0,0,0,0.246,0.278,0.428,0.706,0.294,0,0,0,999,11875
Tres Barrera,Nationals,2,6,6,1,0,0,0,1,1,0,1,0,0,0,0.234,0.294,0.363,0.657,0.283,0,0,0,999,19977
Yusniel Diaz,Orioles,26,112,101,25,4,1,3,13,12,10,25,1,1,1,0.245,0.314,0.404,0.718,0.306,-0.5,-0.4,0,999,sa912848
Nick Martini,Phillies,3,6,5,1,0,0,0,1,1,1,1,0,0,0,0.249,0.335,0.361,0.696,0.304,0,0,0,999,12005
Brandon Dixon,Tigers,3,14,13,3,1,0,0,1,2,1,4,0,0,0,0.235,0.28,0.408,0.688,0.29,-0.1,0,0,600.3,15214
Beau Taylor,,3,13,11,2,1,0,0,1,1,1,4,0,0,0,0.21,0.304,0.328,0.631,0.278,0,0,0,999,12384
Yangervis Solarte,,3,14,13,3,1,0,0,2,2,1,2,0,0,0,0.253,0.305,0.414,0.719,0.303,-0.1,0,0,999,5352
Raudy Read,,2,6,6,1,0,0,0,1,1,0,1,0,0,0,0.246,0.285,0.409,0.694,0.29,0,0,0,999,15766
Mac Williamson,Nationals,3,14,13,3,1,0,1,2,2,1,4,0,0,0,0.237,0.306,0.429,0.735,0.31,0,0,0,999,14158
Seby Zavala,White Sox,3,13,12,2,0,0,0,1,1,1,5,0,0,0,0.204,0.261,0.356,0.617,0.264,0,0,0,999,18887
Bobby Dalbec,,13,56,50,11,2,0,2,7,7,5,18,1,0,0,0.229,0.308,0.426,0.733,0.309,0,-0.1,0,999,sa857701
Eric Filia,Mariners,3,14,12,3,1,0,0,1,1,1,2,0,0,0,0.258,0.332,0.356,0.688,0.298,-0.1,0,0,999,sa827359
Christian Lopes,Marlins,2,7,6,1,0,0,0,1,1,1,1,0,0,0,0.234,0.311,0.355,0.666,0.29,0,0,0,999,sa601044
Tzu-Wei Lin,Red Sox,6,28,26,6,1,0,0,3,2,2,7,0,1,0,0.243,0.299,0.351,0.65,0.281,0.1,0,0,999,14678
Josh Phegley,,5,19,18,4,1,0,1,2,3,1,4,0,0,0,0.235,0.288,0.395,0.683,0.289,-0.2,0,0,599.5,9308
Mark Mathias,Brewers,2,7,6,1,0,0,0,1,1,1,2,0,0,0,0.229,0.301,0.36,0.661,0.286,0,0,0,999,sa875006
Daz Cameron,Tigers,3,14,12,3,1,0,0,1,1,1,4,0,0,0,0.221,0.297,0.364,0.662,0.286,0,0,0,999,sa874736
Zach McKinstry,Dodgers,3,14,13,3,1,0,0,1,1,1,3,0,0,0,0.234,0.295,0.372,0.667,0.286,0,0,0,999,sa918920
Brian O'Grady,Rays,2,7,6,1,0,0,0,1,1,1,2,0,0,0,0.209,0.287,0.393,0.68,0.288,0,0,0,600.5,16729
Kean Wong,,3,14,13,3,1,0,0,1,1,1,3,0,0,0,0.252,0.303,0.357,0.661,0.284,0,0,0,999,15994
Wilmer Difo,Nationals,2,7,6,2,0,0,0,1,1,1,1,0,0,0,0.246,0.308,0.351,0.659,0.283,0,0,0,999,14320
Max Schrock,Cardinals,3,14,13,3,1,0,0,1,1,1,2,0,0,0,0.248,0.305,0.339,0.643,0.28,0,0,0,999,sa658670
Michael A. Taylor,Nationals,58,172,157,36,9,1,5,19,18,13,54,1,7,2,0.232,0.292,0.388,0.679,0.288,0.6,0.6,0,600.5,11489
Luke Raley,Dodgers,3,14,13,3,1,0,0,2,2,1,4,0,0,0,0.239,0.296,0.401,0.696,0.295,0,0,0,999,sa918048
Sean Rodriguez,Marlins,5,21,18,4,1,0,1,2,2,2,7,0,0,0,0.198,0.294,0.361,0.655,0.283,0,0,0,999,6589
Cristhian Adames,Giants,3,14,13,3,1,0,0,1,1,1,3,0,0,0,0.234,0.294,0.351,0.645,0.278,-0.1,0,0,999,6013
John Hicks,Diamondbacks,5,19,18,4,1,0,1,2,2,1,6,0,0,0,0.232,0.274,0.389,0.663,0.28,0,0,0,599.5,12547
Skye Bolt,,2,7,6,1,0,0,0,1,1,1,2,0,0,0,0.208,0.274,0.344,0.619,0.266,0,0,0,999,17723
Keon Broxton,Brewers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,9253
